theta1,theta2
0.0,0.0
0.005581379,6.276546
0.021948814,6.257204
0.048820734,6.225516
0.08625865,6.18144
0.13428617,6.125018
0.19277167,6.0565443
0.2614112,5.97661
0.3397832,5.8860645
0.42752385,5.785826
0.52439284,5.676825
0.6300647,5.560258
0.7439933,5.4377193
0.86549616,5.3110533
0.993721,5.182309
1.1279874,5.0533094
1.2681042,4.925321
1.41435,4.7991314
1.5667744,4.675711
1.7253166,4.5560317
1.8894486,4.4412875
2.0575721,4.333186
2.2271037,4.233669
2.3935156,4.145386
2.5501833,4.07158
2.693415,4.0129366
2.823608,3.9675996
2.943235,3.9327917
3.0549557,3.906045
3.1590128,3.886589
3.255814,3.8736486
3.3464055,3.8661828
3.4319265,3.8631923
3.5127056,3.8640165
3.5886552,3.8680427
3.6596837,3.8751283
3.7251444,3.8854752
3.7852764,3.8987718
3.8403945,3.914697
3.8903017,3.9332547
3.9350708,3.954302
3.974519,3.9778721
4.00847,4.0040064
4.0372505,4.032453
4.0617566,4.0626173
4.083019,4.093834
4.1010885,4.1260777
4.114907,4.1600623
4.1233387,4.1965723
4.1255894,4.2361994
4.120819,4.2796135
4.1569586,4.29283
4.239025,4.2741375
4.3238397,4.2553825
4.411522,4.236664
4.5021677,4.21811
4.595847,4.19988
4.6926,4.1821632
4.792432,4.1651816
4.89531,4.149189
5.001159,4.134472
5.109859,4.1213484
5.22124,4.110167
5.335082,4.101305
5.4511137,4.095166
5.5690107,4.092176
5.688437,4.0925446
5.8090563,4.096237
5.93042,4.1037006
6.052039,4.115403
6.1733937,4.1318088
0.010755539,4.153368
0.12993836,4.1805115
0.24719405,4.2136397
0.36196303,4.2531185
0.4736972,4.2992697
0.58186936,4.3523664
0.6859813,4.4126277
0.78557205,4.4802146
0.8802254,4.5552287
0.96957684,4.637712
1.0533204,4.7276483
1.1312141,4.8249664
1.2030853,4.9295425
1.2688332,5.041205
1.3284315,5.159736
1.3819287,5.2848754
1.4294473,5.416318
1.4711813,5.5537148
1.5073918,5.6966696
1.5384018,5.844737
1.5645885,5.997424
1.5863721,6.154196
1.6042039,0.031299353
1.6185508,0.19452643
