theta1,theta2
0.0,0.0
0.0053129196,6.2768707
0.02139759,6.2578707
0.048454285,6.225958
0.086391926,6.1812773
0.13508654,6.124051
0.1943698,6.0546217
0.26402426,5.973486
0.3437884,5.8813186
0.43336153,5.7789946
0.5324142,5.6675935
0.6405914,5.5484023
0.7575135,5.422902
0.88280106,5.2927103
1.0161078,5.159506
1.1570344,5.025059
1.3052973,4.8910027
1.4606967,4.7588196
1.6228406,4.6300354
1.7908937,4.5063133
1.9627562,4.3899145
2.1323,4.2853246
2.2916322,4.19698
2.4372478,4.1253815
2.570634,4.067743
2.6944,4.0210524
2.8091953,3.9839222
2.9164681,3.954659
3.0184956,3.931307
3.115646,3.913237
3.2077274,3.9002054
3.295788,3.8912725
3.381253,3.8853705
3.464464,3.8821397
3.544771,3.8818028
3.6214406,3.8841949
3.6954603,3.8883688
3.767313,3.8939464
3.8364425,3.9011664
3.9014144,3.9107933
3.960772,3.9235597
4.013797,3.9397616
4.059159,3.9600685
4.0964108,3.9846272
4.126318,4.012874
4.1506596,4.0436497
4.17198,4.075327
4.1912255,4.107316
4.2075872,4.1401615
4.2208056,4.174054
4.230863,4.2090344
4.284201,4.213333
4.3838367,4.1873546
4.4864197,4.16218
4.592036,4.137957
4.7007327,4.114869
4.812515,4.0931354
4.9273386,4.073012
5.0451083,4.054791
5.1656723,4.0388
5.2888203,4.0254
5.414282,4.014985
5.5417275,4.0079765
5.6707687,4.0048203
5.801001,4.005735
5.9320145,4.01071
6.063287,4.020225
6.1942587,4.0347676
0.041160345,4.0548153
0.16976118,4.0808287
0.2962687,4.1132402
0.42007828,4.152448
0.5405991,4.1988053
0.65726256,4.2526135
0.769531,4.314116
0.87690663,4.3834934
0.9789398,4.4608603
1.0752366,4.546265
1.165466,4.639691
1.2493672,4.741058
1.3267558,4.8502283
1.3975275,4.9670105
1.461662,5.0911617
1.5192249,5.222391
1.5703659,5.3603587
1.6153184,5.5046744
1.6543944,5.6548934
1.6879789,5.8105125
1.716521,5.970971
1.7405219,6.1356564
1.7605199,0.020730019
1.7770714,0.19189525
1.7907306,0.36531305
1.8020282,0.5403769
1.8114516,0.71655846
1.819429,0.89343166
1.8263181,1.0706861
1.8323976,1.24813
1.8378634,1.4256839
1.8428265,1.6033678
1.8473107,1.7812841
1.8512512,1.9595991
1.8544933,2.138525
1.8567905,2.318302
1.8578081,2.4991832
1.8572414,2.6813602
1.8548034,2.864975
1.8499482,3.050281
1.8420905,3.2375333
1.8306416,3.4269958
1.8150421,3.6189537
1.7947917,3.8137298
1.7694705,4.0116944
1.7387522,4.2132716
1.7024571,4.4153605
1.6605653,4.6176453
1.6131606,4.820101
1.5604061,5.022683
1.5025265,5.2253294
1.4397964,5.4279594
1.3725312,5.630477
1.301082,5.832779
1.2258294,6.0347614
1.1471761,6.236333
1.0655382,0.15423608
0.98133135,0.35479927
0.8949609,0.55482674
0.8068068,0.7542217
0.71720934,0.95203567
0.6264546,1.1474689
0.5347762,1.3398967
0.4423647,1.5288721
0.3493843,1.7141156
0.25599074,1.8954964
0.16234875,2.073013
0.06864619,2.2467747
6.2582884,2.4169824
6.165159,2.5839117
6.072729,2.7478929
5.9813075,2.90929
5.8912125,3.0684788
5.802759,3.2258244
5.716242,3.3816602
5.6319246,3.536272
5.5500307,3.6898847
5.4707394,3.8426554
5.394186,3.9946728
5.320467,4.145958
5.249645,4.2964706
5.1817594,4.4461145
5.116834,4.594745
5.0548882,4.742177
4.9958816,4.8882422
4.939618,5.0329075
4.885971,5.1760836
4.83499,5.317518
4.7867355,5.456946
4.7412786,5.594098
4.6987,5.728709
4.658951,5.860685
4.621058,5.9910574
4.583762,6.121258
4.546442,6.2519894
4.508732,0.10046482
4.4724846,0.23076797
4.4397078,0.35727143
4.41004,0.48042107
4.382786,0.6010635
4.357427,0.7198243
4.3335943,0.8371391
4.3110213,0.95331097
4.2894163,1.0686517
4.2684393,1.1834987
4.2478304,1.2980802
4.227435,1.4124992
4.2072124,1.5267394
4.187272,1.6406469
4.1677346,1.7540661
4.148692,1.8668742
4.130242,1.9789503
4.1124525,2.0902004
4.0953274,2.2005782
4.0787435,2.3101177
4.062169,2.4190927
4.044762,2.527931
4.025958,2.6368623
4.0055013,2.745927
3.9832468,2.8551097
3.9591048,2.9643772
3.9330568,3.0736763
3.9051363,3.1829472
3.8753648,3.2921567
3.844009,3.4011667
3.811585,3.5097232
3.77848,3.617642
3.7448964,3.724836
3.710945,3.831268
3.6766887,3.9369273
3.6421747,4.041813
3.6075068,4.1458855
3.572988,4.2489634
3.5388927,4.350862
3.5054653,4.4513927
3.4732862,4.550081
3.4429572,4.646385
3.4142652,4.740406
3.3865116,4.8326845
3.3592584,4.9235873
3.3323493,5.013253
3.3058226,5.1016464
3.2796876,5.18876
3.253914,5.274628
3.228484,5.359277
3.203532,5.442569
3.1792712,5.524277
3.1558566,5.604231
3.1332412,5.682486
3.1112354,5.7592688
3.089755,5.834691
3.0687656,5.9088144
3.0482574,5.981673
3.0282288,6.053293
3.0086725,6.1237116
2.9895797,6.1929684
2.9709442,6.2611017
2.952761,0.044965506
2.9400606,0.10488343
2.9375644,0.15201879
2.941941,0.19045377
2.9481866,0.22626638
2.9546008,0.26154184
2.9615066,0.29592848
2.9686646,0.3297484
2.9758918,0.36325574
2.9831862,0.39648676
2.990535,0.42949033
2.9978967,0.4623487
3.0052793,0.495085
3.0127702,0.52762985
3.0201566,0.5602617
3.0272834,0.5931916
3.0342119,0.62637806
3.0409124,0.659884
3.047412,0.6937072
3.0537193,0.727865
3.0598495,0.7623677
3.0657732,0.7972739
3.0712872,0.8328333
3.075406,0.87014604
3.077322,0.9101064
3.077101,0.95264506
3.0743046,0.9982207
3.0677829,1.0480206
3.0566082,1.1029506
3.039684,1.1640236
3.016397,1.2316909
2.9866745,1.3057933
2.9510179,1.3855829
2.9104369,1.469838
2.868661,1.5550184
2.8289566,1.6382688
2.7912767,1.7197596
2.7557654,1.7995
2.7229512,1.8772135
2.6934564,1.9525813
2.6675017,2.025604
2.645298,2.0962868
2.6272042,2.1645277
2.6140523,2.2299118
2.606514,2.292134
2.6046383,2.351276
2.6075346,2.4079616
2.6132193,2.4634237
2.6203003,2.5184956
2.6283886,2.5733929
2.6372266,2.6282468
2.6467304,2.6830826
2.6566322,2.7380207
2.6667886,2.793109
2.6771996,2.8483126
2.6875932,2.9037373
2.697007,2.9598398
2.7052917,3.0166528
2.7128072,3.073944
2.719347,3.1317701
2.724843,3.1901164
2.729169,3.2489967
2.732359,3.308344
2.734474,3.3680782
2.7355785,3.428118
2.737082,3.4876788
2.7407968,3.5457516
2.7479632,3.6016054
2.7600288,3.6543827
2.7772863,3.703852
2.798918,3.7504046
2.820394,3.7965665
2.8408036,3.8427784
2.860634,3.8887367
2.8796744,3.934495
2.8987422,3.979535
2.9173503,4.024101
2.9372919,4.067025
2.9584882,4.108329
2.9802089,4.1484494
3.0026574,4.1872187
3.0262997,4.2242937
3.0517125,4.2592554
3.0795405,4.2916403
3.110275,4.3211
3.1439083,4.3476553
