Wall time,Step,Value
1756213192.4185176,903400,2751.08837890625
1756213194.1924849,904150,2908.599609375
1756213198.6279688,906250,3032.646728515625
1756213202.341238,907950,3095.6748046875
1756213205.7594779,909525,3142.610595703125
1756213213.2808304,913075,3214.577880859375
1756213215.5852761,914125,3242.214111328125
1756213219.558343,916000,3219.683837890625
1756213234.2814834,922225,3270.3017578125
1756213239.406497,924400,3327.973388671875
1756213248.1088183,928150,3509.076171875
1756213255.5275302,931350,3493.20068359375
1756213260.9465294,933550,3472.486083984375
1756213263.448854,934550,3536.2939453125
1756213266.840592,935925,3634.982421875
1756213271.358527,937750,3661.010009765625
1756213277.043153,940075,3716.103271484375
1756213285.2425551,943475,3662.394775390625
1756213286.5318577,944025,3785.315673828125
1756213290.0693529,945500,3752.78076171875
1756213302.6199536,950425,3816.643798828125
1756213308.8465421,952750,3735.700927734375
1756213313.2726133,954700,3845.54541015625
1756213319.4498565,957025,3859.19482421875
1756213326.5491967,959725,3978.09716796875
1756213330.2546608,961275,4049.10009765625
1756213333.0346131,962425,4126.7080078125
1756213336.2202604,963725,4138.619140625
1756213341.1920533,965850,4173.11572265625
1756213349.2181108,968925,4188.1259765625
1756213354.185314,971150,4177.37841796875
1756213366.2905986,976550,3981.698974609375
1756213374.8136268,980175,3971.15625
1756213391.6115098,987575,4120.53662109375
1756213403.7322571,993025,4171.0908203125
1756213412.4985836,996650,4278.38330078125
1756213450.65451,1007200,4929.36572265625
1756213464.2938447,1012925,5073.45556640625
1756213474.4732816,1017075,5208.02783203125
1756213478.077901,1018600,5225.59912109375
1756213484.1037664,1021125,5293.17578125
1756213497.4167242,1026650,5228.2001953125
1756213504.343337,1029550,5339.962890625
1756213516.19385,1034200,5526.103515625
1756213519.821055,1035575,5577.640625
1756213533.5582457,1041125,5785.0390625
1756213548.0592113,1047475,5744.12939453125
1756213567.674536,1055475,6223.4794921875
1756213574.7119608,1058600,6267.421875
1756213581.8363142,1061650,6343.45263671875
1756213589.1561618,1064650,6505.78369140625
1756213595.119902,1067225,6684.18212890625
1756213603.4760754,1070725,6771.8701171875
1756213617.5371685,1076600,7074.33349609375
1756213625.2751737,1079975,7063.1337890625
1756213637.1630518,1085100,6816.4541015625
1756213646.785965,1089150,6786.42138671875
1756213655.886588,1092975,6837.19677734375
1756213665.0382032,1096900,6816.78173828125
1756213682.5726492,1104250,6978.96435546875
1756213686.167295,1105825,7258.7666015625
1756213698.2811232,1111125,7457.158203125
1756213710.8069806,1116175,7751.19189453125
1756213724.6697023,1122150,7702.02978515625
1756213728.0567718,1123625,7917.72705078125
1756213753.2591054,1129575,8194.388671875
1756213768.765889,1136450,8677.7158203125
1756213790.4698186,1146100,9013.5400390625
1756213799.9980083,1150125,9164.9609375
1756213810.626817,1154775,9043.943359375
1756213824.682984,1161125,9352.8720703125
1756213838.9377673,1167075,9538.259765625
1756213855.1826198,1173950,9820.9755859375
1756213873.7483494,1181450,10070.044921875
1756213883.3026338,1185375,10408.2607421875
1756213898.5302606,1191325,10394.2470703125
1756213913.7742357,1197350,10554.0654296875
1756213925.1665335,1201650,10978.158203125
1756213938.3895802,1207100,11121.2890625
1756213968.988805,1219600,11411.662109375
1756213992.9269798,1228825,11897.6220703125
1756214007.4943974,1234650,11976.740234375
1756214018.6793597,1239050,12093.740234375
1756214032.1098607,1244600,12181.6328125
1756214073.7687914,1255625,12358.400390625
1756214081.6456466,1258850,12069.44921875
1756214095.5240507,1264700,11834.484375
1756214109.3202276,1270975,11880.2646484375
1756214117.2449605,1274525,11904.4609375
1756214133.3069103,1282100,11965.3427734375
1756214141.2863696,1285650,12141.9111328125
1756214160.8699431,1294600,12149.1357421875
1756214175.4851475,1301075,12024.4638671875
1756214208.4479532,1317075,11817.6884765625
1756214215.8124726,1320600,11804.2421875
1756214253.1648314,1337625,11696.171875
1756214258.3249533,1339700,11619.318359375
1756214274.2361777,1345975,11601.97265625
1756214287.1961935,1351550,11727.4970703125
1756214300.1006484,1357100,11539.716796875
1756214306.2881012,1359700,11302.9208984375
1756214313.7016509,1362775,11435.71875
1756214331.3708808,1370150,11554.9462890625
1756214363.7491102,1377200,11610.4560546875
1756214390.3310928,1390175,11784.1923828125
1756214401.1480064,1395600,12048.9462890625
1756214407.7788255,1398950,12078.21484375
1756214414.7393835,1402525,11977.7861328125
1756214421.82691,1406175,11721.412109375
1756214451.765026,1421100,12047.2421875
1756214458.5240352,1424650,12125.8525390625
1756214464.377847,1427250,12132.6044921875
1756214471.7770085,1430725,11926.01953125
1756214482.2919197,1436375,11817.615234375
1756214494.5981653,1442700,11994.55078125
1756214503.958198,1447500,11882.349609375
1756214522.8708327,1457400,11826.5673828125
1756214532.1734567,1462150,11901.1435546875
1756214538.3455596,1465175,12055.798828125
1756214546.3847497,1469125,11973.515625
1756214554.0266323,1472575,11990.697265625
1756214556.8009233,1473900,11955.62890625
1756214577.483476,1484250,11844.9599609375
1756214594.9362829,1492850,11709.140625
1756214601.6029708,1496150,11681.58984375
1756214630.9317262,1503550,11896.21875
1756214654.0221748,1514625,11421.3349609375
1756214656.0806253,1515625,11602.30859375
1756214668.5618196,1521750,11663.533203125
1756214678.1486454,1526550,11460.2021484375
1756214687.7164915,1531300,11499.53125
1756214724.7147112,1548650,11935.6259765625
1756214734.548898,1553125,11654.1826171875
1756214737.513854,1554525,11375.201171875
1756214761.8207483,1566000,11323.134765625
1756214774.8317232,1572000,11241.1572265625
1756214793.7116678,1580875,10818.4775390625
1756214794.9162352,1581425,10818.9091796875
1756214801.1734257,1584350,10931.9384765625
1756214816.9732313,1592000,11272.650390625
1756214839.7576299,1602375,10777.318359375
1756214843.6171362,1604100,10572.609375
1756214846.7092154,1605650,10547.8291015625
1756214850.290205,1607450,10204.2294921875
1756214869.6831667,1616300,9942.3974609375
1756214937.1294656,1641600,10108.525390625
1756214940.522713,1643150,10294.1796875
1756214946.806616,1645850,10294.7685546875
1756214973.0188808,1656875,10412.9541015625
1756215009.9451149,1673000,10681.0693359375
1756215015.188277,1675525,10694.259765625
1756215018.506306,1677075,10813.5361328125
1756215025.6821678,1680650,11127.869140625
1756215041.9780903,1687825,11221.515625
1756215065.3503487,1698100,11263.2158203125
1756215073.2311656,1701350,11245.5751953125
1756215092.612109,1709750,10943.1728515625
1756215102.7706716,1714775,11324.4794921875
1756215109.1116998,1717950,11544.486328125
1756215109.4974637,1718150,11696.7275390625
1756215141.858767,1733300,11709.37109375
1756215152.369147,1738225,12012.970703125
1756215160.570957,1741850,12249.0244140625
1756215165.479732,1744075,12264.68359375
1756215171.6029747,1746800,12073.0888671875
1756215174.2720165,1748000,11867.1083984375
1756215192.5809567,1750475,11523.720703125
1756215203.7042363,1755350,11232.2392578125
1756215208.0774992,1757350,11237.2412109375
1756215229.3786871,1767150,11297.958984375
1756215246.4227529,1774700,11414.6962890625
1756215258.8166912,1780550,11214.6787109375
1756215267.3653126,1784300,11347.353515625
1756215277.9179735,1789350,11511.076171875
1756215285.807559,1793125,11393.4130859375
1756215291.8963318,1796100,11149.7333984375
1756215325.807764,1810825,11114.4375
1756215337.6879425,1815700,11298.125
1756215349.822645,1820600,11295.3955078125
1756215355.7374854,1823000,11300.953125
1756215372.78797,1830500,11174.3193359375
1756215376.4650764,1832150,11221.359375
1756215387.4981744,1836925,11386.8583984375
1756215400.236106,1842150,11319.8857421875
1756215421.4097068,1850800,11448.923828125
1756215444.8081665,1859850,11184.94140625
1756215448.953551,1861900,11222.5078125
1756215460.6336765,1866775,11071.4462890625
1756215511.427035,1881400,11010.24609375
1756215515.9242275,1883325,10289.2685546875
1756215534.3027685,1891300,10078.982421875
1756215535.70961,1891875,9972.96875
1756215545.9100883,1896150,10040.228515625
1756215549.6669126,1897750,10003.0361328125
1756215554.2587912,1899700,9788.751953125
1756215562.8322096,1903350,9602.482421875
1756215570.5931382,1906600,9501.9052734375
1756215578.624413,1910100,9185.3515625
1756215591.6778069,1916025,9150.7353515625
1756215593.401515,1916825,8733.44140625
1756215596.6273537,1918250,8719.35546875
1756215600.198132,1919850,8524.22265625
1756215603.0892034,1921175,8369.9111328125
1756215609.9444408,1924225,8152.390625
1756215628.008734,1932425,7530.73388671875
1756215638.7684677,1937575,7963.984375
1756215642.7345357,1939400,8036.60009765625
1756215651.7024322,1943225,8128.06005859375
1756215656.1136997,1945025,8210.0078125
1756215662.4852102,1947600,7877.9716796875
1756215675.6042414,1953525,7884.87939453125
1756215704.5420353,1965250,7938.3369140625
1756215715.6007369,1969925,7882.6005859375
1756215728.375663,1975550,8041.68115234375
1756215739.9200044,1980725,8204.2529296875
1756215744.0991542,1982525,8402.4921875
1756215748.7890851,1984800,8593.39453125
1756215751.7225134,1986200,8390.318359375
1756215770.3621154,1993775,8355.0009765625
1756215775.9791005,1996100,8483.87890625
1756215780.7762828,1997900,8439.8525390625
1756215782.0765557,1998375,8421.2177734375
1756215784.5484774,1999250,8317.36328125
1756215801.5462508,2000175,8454.8935546875
1756215807.475095,2002325,8522.693359375
1756215808.6811507,2002850,8564.4765625
1756215812.1144094,2004400,7911.50439453125
1756215816.8685079,2006525,7547.44580078125
1756215823.2938464,2009325,6898.931640625
1756215824.2277322,2009725,6656.08837890625
1756215832.2876344,2013950,6377.18896484375
1756215837.813131,2016300,6068.9755859375
1756215840.6725206,2017775,5918.9853515625
1756215842.655422,2018775,5713.54248046875
1756215850.047804,2022300,5646.34814453125
1756215866.2309682,2029675,5505.58349609375
1756215892.0602758,2039425,5464.85986328125
1756215924.4548507,2053800,5569.818359375
1756215927.6907623,2055275,6049.36376953125
1756215930.0831964,2056300,6232.42333984375
1756215943.6500504,2062100,6441.0234375
1756215959.4453278,2069050,6604.9609375
1756215975.0560763,2076350,6978.5205078125
1756216006.5852652,2091300,7054.85546875
1756216010.2663367,2093025,7402.65283203125
1756216014.606139,2095075,7924.24755859375
1756216019.7034538,2097225,8241.919921875
1756216025.3733046,2099700,8851.166015625
1756216041.007433,2106550,9381.55859375
1756216049.6564076,2110250,9683.24609375
1756216119.6620991,2134800,11924.9599609375
1756216125.4765239,2137450,12247.7060546875
1756216140.2190511,2143425,12466.6181640625
1756216176.6469245,2157675,13255.2587890625
1756216183.9061372,2160750,13543.671875
1756216200.6189165,2168025,13554.443359375
1756216210.9100816,2172300,13594.13671875
1756216219.0063682,2175825,13599.1689453125
1756216233.7302506,2182475,13623.8173828125
1756216242.9722204,2186575,13397.0458984375
1756216270.0001066,2198250,13790.7392578125
1756216286.8851845,2205525,14107.478515625
1756216301.8760116,2212125,14152.6357421875
1756216324.262815,2222350,14260.7626953125
1756216332.6349702,2226350,14267.908203125
1756216348.0722008,2233700,14274.384765625
1756216353.3728197,2236125,14273.6396484375
1756216382.9321055,2249625,14359.2705078125
1756216410.0937872,2255325,14281.265625
1756216415.2290244,2257475,14272.3603515625
1756216425.194366,2261575,14274.13671875
1756216439.0712814,2267400,14270.59765625
1756216463.9400134,2278800,14408.087890625
1756216497.8629017,2293425,14781.2138671875
1756216512.5550628,2298975,14856.3818359375
1756216555.4466581,2316300,14756.7783203125
1756216569.712898,2322300,14766.044921875
1756216584.5018518,2328775,14833.2275390625
1756216601.9677901,2336475,14904.615234375
1756216624.1869385,2346200,14902.2119140625
1756216632.851065,2349925,14904.796875
1756216663.728743,2363325,15010.005859375
1756216674.3918376,2368075,14849.6181640625
1756216679.63835,2370525,15001.333984375
1756216725.0651102,2385700,15163.001953125
1756216730.341905,2388250,15162.8056640625
1756216748.06604,2395900,15066.9990234375
1756216758.9782825,2400825,15072.2392578125
1756216765.7752185,2403675,14851.7255859375
1756216770.3478506,2405575,14731.5439453125
1756216779.127614,2409275,14738.369140625
1756216819.6231983,2427100,14451.8330078125
1756216838.5427315,2435500,13963.421875
1756216841.7744877,2436925,13433.2392578125
1756216848.6083446,2439850,13067.1201171875
1756216850.3930547,2440600,12492.0361328125
1756216862.6867254,2445450,12192.1044921875
1756216871.7225153,2448975,11760.38671875
1756216910.5166903,2464725,11498.6953125
1756216930.1571746,2473000,11442.75
1756216934.8069022,2474975,11590.8671875
1756216941.954525,2478100,11585.7958984375
1756216959.983434,2486050,11728.2861328125
1756216978.6947267,2494475,11500.36328125
